ProteinName	LE_1-12_10_10	LE_1-12_103_103	LE_1-12_104_104	LE_1-12_22_22	LE_1-12_23_23	LE_1-12_24_24	LE_1-12_36_36	LE_1-12_37_37	LE_1-12_38_38	LE_1-12_50_50	LE_1-12_51_51	LE_1-12_52_52	LE_1-12_66_66	LE_1-12_67_67	LE_1-12_68_68	LE_1-12_69_69	LE_1-12_8_8	LE_1-12_88_88	LE_1-12_89_89	LE_1-12_9_9	LE_1-12_90_90	LE_1-12_91_91	LE_1-12_92_92	LE_1-25_101_101	LE_1-25_102_102	LE_1-25_18_18	LE_1-25_19_19	LE_1-25_20_20	LE_1-25_32_32	LE_1-25_33_33	LE_1-25_34_34	LE_1-25_46_46	LE_1-25_47_47	LE_1-25_49_49	LE_1-25_5_5	LE_1-25_6_6	LE_1-25_61_61	LE_1-25_63_63	LE_1-25_64_64	LE_1-25_65_65	LE_1-25_7_7	LE_1-25_80_80	LE_1-25_82_82	LE_1-25_83_83	LE_1-25_85_85	LE_1-25_87_87	LE_1-6_105_105	LE_1-6_106_106	LE_1-6_11_11	LE_1-6_12_12	LE_1-6_13_13	LE_1-6_26_26	LE_1-6_27_27	LE_1-6_28_28	LE_1-6_39_39	LE_1-6_41_41	LE_1-6_42_42	LE_1-6_53_53	LE_1-6_54_54	LE_1-6_55_55	LE_1-6_70_70	LE_1-6_71_71	LE_1-6_72_72	LE_1-6_74_74	LE_1-6_93_93	LE_1-6_94_94	LE_1-6_95_95	LE_1-6_96_96	LE_1-6_97_97	Lymphnode_1_1	Lymphnode_100_100	Lymphnode_130_130	Lymphnode_16_16	Lymphnode_17_17	Lymphnode_2_2	Lymphnode_29_29	Lymphnode_30_30	Lymphnode_31_31	Lymphnode_4_4	Lymphnode_43_43	Lymphnode_44_44	Lymphnode_45_45	Lymphnode_56_56	Lymphnode_57_57	Lymphnode_58_58	Lymphnode_60_60	Lymphnode_75_75	Lymphnode_76_76	Lymphnode_77_77	Lymphnode_78_78	Lymphnode_79_79	Lymphnode_98_98
P0A991	0	1136332.9	0	503682	885256	0	0	0	0	1271409.6	192583.8	1544818	0	0	854152.9	717121	0	93594.9	1303940	410773	1129999	1342165	1140500	0	0	0	0	0	0	0	0	0	0	0	0	0	905507	0	0	0	0	0	0	0	0	0	5453187	2765089	2783194	143397	554533	2520090	2676404	0	0	2400140	2200376	769345	3118220	4564093	313222	1182255	1838710	4094520	4038450	1910614	2624878	2580829	2596463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A993	260759	305813.2	97132.8	760252.5	717212	952922	1450620	309274	195878	1189040	491671	744341	0	106520	305150	220818	257582	497918	738412	0	0	1516524	2372280	125638	0	817668	437140	0	62657.9	147193	911563	587457	141265	0	0	152088	170925	0	51375.3	0	201538	0	0	0	192672	166610	2179304	470999	858866	314677	1086222	1308253	557174	0	0	1934549	1400071	707039	408770	358422	1012653	3204573	1770909	2012931	5849676	2967338	3609780	4537667.8	1916463	0	0	0	84756.1	0	0	0	0	58733.1	56169.8	0	0	0	0	0	0	0	0	0	0	117344	0	0
P0A998	1654062	2466139	2737105	1971155	1229684	1486236	1652364	1219670	0	2012938	1081292	1469915	979073	1155874	1093695	1844051	1701947	1308326	1186236	1462070	1515845	793237	1046719	238725	488964	0	126630	127159	404478	394804	760756	531883	0	224798.3	577946	495928	169862.8	0	92674.2	0	0	93281.1	0	0	214482	459210	8344570	6591350	3583540	2833480	3278490	4157979	3600103	778303	2050317	3490301	3184389	3289978	3427177	4610857	2410735	3190035	2998645	3367772	3760277	3473461	3400988	4127693	4251048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9A6	7891634.1	13941820	12951040	9200863	9629091	8319748	11425833	6849443	12205548	12005958	7882900	9377138	10507169	7821157	9577496	9855541	10891486	8340761	9794564	7541583	9173126	6231347.4	10153586	5407441	3538070	3785493	1512134	1821761	3723847.8	5237150	4378322.8	3801694.3	4003417	6569450.4	4134747.4	4575964.9	3678732	4764696.9	6088312	4465896	3409110	5239060.2	6175982	2697677.5	4078727	3640669	45418070	39645290	20004019	15628576	18806825	16886894	15648581	6795763	19103589	28261625	24791493	26370787	25918249	27164981	17117308	19557649	22604695	25283174	23345247	20376354	23466107	22978833	23060216	0	0	0	0	0	0	0	0	825902	0	0	1428780	1537800	0	0	0	0	0	0	0	539095	0	0
P0A9A9	628317	1150631	1100280	746574	178343	387837	0	832112	656593	888950	1232244	752501	1160596	1553146	1421105	1438872	1056834	1320056	1839804	302580	2041554	516610	404132	91144.6	0	420037	145737	209295	234472	399273	128928	0	139290	539455	149039	325432.2	35130.6	0	555411	137535	0	623111	114232	211736	0	161959	4857352	3512775	2971988	2134865	1958237	2193938	1593811	0	2531780	2825210	2946240	2873480	2992330	4866653	2699440	3736750	2420300	3314380	3894106	3842538	3843170	3955638	3866412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9B2	160237768	178027814	185904383	189845452	186291490	156726095	174041110	177962890	208403524	174193163	123034133	176780867	151780380	167701990	130607100	142334465	147652060	154140436	163992866	186245780	169653804	145221616	165896193	162730472	93548596	110634279	114574814	96606252	160111243	101837726	153566991	142699410	108593900	104658832	121984694	83087981	131996524	109016610	153054692	112368655.2	111017987	102477003	136368520	98956053	120633410	130451726	478719710	461880450	292486800	260497210	271323270	303891390	261441890	184177330	270796220	360840780	272849747	277301720	297728170	345348550	236562670	257784130	307678540	354463050	289110810	274020000	323699150	300128300	288021050	33368800	51602000	57598900	66994400	89578600	161714000	105729000	99102900	90561100	60360900	83484300	101737000	81997930	50996700	64301300	98600800	78108400	74693700	45854000	61124600	43045000	53481000	62969600
P0A9B6	0	277050	293120	0	0	0	0	0	261133	0	109895	0	0	0	240258	214870	621509	281655	450988	348816	0	0	0	0	0	0	332701	0	0	0	0	0	0	145721	0	187992	0	0	0	0	0	0	0	0	0	0	965183	695862	681048	547948	713779	812419	622374	0	415602	828871	663649	576464	515050	685976	254049	248806	709080	0	236181	219208	394125	729338	725426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9C0	0	375200	735785	660463	0	588873	3303450	0	0	0	0	0	0	0	210498	376845	208103	0	0	0	274257	0	0	0	0	587180	0	0	0	0	0	1565010	0	0	0	258459	0	0	0	0	0	0	0	0	0	0	3097260	3529430	1375770	0	1288360	464522	1242950	0	0	2466740	0	1243390	0	0	1469520	0	0	1101540	1871740	887726	912722	1159130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9C5	5505363	8150337	7842652	5714935	3181964	4492143	5321128	5327443	5143361	4794853	4464725.7	4723239	3486783.8	4641381.8	5592259.6	3744320.2	6483917	4196990	5393750	4346719.7	6862794	4071206.2	4216253	1307489	0	2288655.2	1142335	542020	1899580	2359640	3559496	1572365.2	1409021.8	1531797	1920770	2277667.1	1227687	1772472	2843567	1313290	876135.8	1353200	1196749.9	2116941.2	2339826	1854077	33740658	25131874.1	15638667.5	10811991.6	13090459	13481896	12523378.5	4423699	7029525	14939608	13237631.3	13323154.5	14078369.1	19664868	6827107.2	11070604.1	10197401	15955693.6	15274534	14083090.4	16913347	15070760	14748185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9D4	0	1099850	0	0	1829820	0	0	0	0	0	715905	0	0	569399	0	0	344733	0	0	0	0	0	0	0	0	1125970	0	0	0	790797	0	0	0	0	0	0	0	417043	0	0	0	0	0	0	0	0	2426150	2572890	1782800	1484410	1912010	652435	1872430	0	0	2207680	1466830	0	0	2733660	408001	1959460	1255030	2093010	3090840	1770130	2542900	0	1956720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9D8	5650134	10453088.8	8882288.3	6938333.7	5263198.7	5326459.7	10864690	7734231	9664535	11628022	7048723	4891919.4	6829964	11167816.7	9554177.5	8460680.5	9652004.3	8034438	9938684.5	5780063	10968313.3	8354334	9456732.8	4603914	626796	2894871	2765481.2	1018917.7	3247460	4107275	7465603	3855066	5552367	5587923.5	5623997.4	3427168	741855	3812739.1	4798561.7	4389429	3306996	4292242.6	5243289	3717051.3	5359245	7379192.4	41323646	26121070	18336470.1	14737706	12536036.8	12629606.3	12206610.1	6571550	12957320	20877560.1	22880713	19248341.5	19236712	25825321	14300660.1	17651279	18903859	23229054.2	21363241	15931729.8	22646765	17981563	19479592.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9E5	364678	646861	619146	339583	98760.9	280974	250684	716034	401283	358053	362307	498574	310854.3	258490	441740.8	435243	105540	620615	359462	147538	547819	393529	500385	540200	0	90757.3	0	0	0	81985.5	772053	0	674298	50636.3	0	62390.3	68929.9	0	0	0	0	54845.3	0	0	290721	112412	3288779	3440120	1274510	1045686	1073539	866671	1846899	0	0	1217111	1427157	1409675.2	1314368	2381660	1040445.1	1225394.2	1277159	1681779	1203513.4	1115881	1010570.7	1100410	1874293.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31291.7	0	0	0
P0A9G6	14868670.7	19532251	18254226	13664934	8630477	12906826	18107532.4	14758244	14335363	17208535.4	11901634.7	15764941	15597316.6	11028410	10663407	12192417.6	16539449.8	12375593	16971673	13634439	19234464.8	15234082	10631605	14347751.1	3968290	7289276.6	2798110	1563092.2	5008891.8	6685844.8	11604835.2	7969348.2	5324494.2	5913302.5	5461881.3	5734027.2	5150366	3698758	6633080	6730356.5	4644931.1	6596002.6	3712806.8	5658252.3	8363996	9043436.7	66024749	64467951	35070105	29076349	30147069	26790498	30674451	9220890	31819188	35651333	40344731	41421221	31249076	48140870	19806580	32511512	28713443	33923403	41749909	32772798	44651854	36505342	39976469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9J6	7000997	7593953	9184260	6170255	5716557.5	7289624	6848760	7435565	6569452	7911070	5341478	8809461	5721578	6035695	5919997	7398633	8858141	5761205	9417404	4571605	10525883	7358937	8245201	5395656	1914016	2796532.2	552733	1320966	1450056	2946696	3933743.6	1920721	1499781	3568157	2651701.5	1519953	2648120	2098269	1208051	2716123	750007	2338982	3424406.7	1531458	4973126	3816832	36508265	30484524	18802497	12191642	14310446	14663621	18494947	7012010	12009210	19745710.6	17192204	15673343	19398029.1	12536257	11184387	15054404.8	17195985	18406175	21048045	18058217.8	20430056	17224116	18967546	0	0	0	0	0	0	4290000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9J8	0	0	0	0	0	292858	632197	0	0	0	136126	0	0	401281	308240	0	0	0	0	0	868166	0	0	0	0	0	0	0	0	0	0	0	0	727210	0	0	0	0	0	0	0	0	0	0	0	0	2305000	1334070	855363	0	482890	395646	328251	0	0	1281180	440711	822154	0	1197760	485189	1542740	835300	0	1622140	463211	0	681722	1404450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9K3	461542	1409593	1605550	939482	155362	581839	957867	764173	546949	1026773	1614564.5	2013470	503047	832860.9	962990	2943430	656451	1154323	1269567	0	3096129	956683	1183774	533687	236924	424959	0	0	551436	314886	290765	521929.5	0	605843	236007	329892	310464	150832	177122	249430	0	298483	0	442161	144613	245787	5036564	5159602	3036017	1603683	1828009	3189410	2821232	1205900	665244	3929597	4899661	3745042	4665618	6836582	2316978	3652957	3548632	2170258	5244959	4461826	6570776	6150275	4688421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9K9	6317320.5	6670618.5	8053579	5971157	4043644	4097945	5769675	11322894	5892612	8259011	5251420	8698847	8551400	7130327	10732588	13716710.7	7628073	2982133	5232682	4745823	5763017	4220870	3752761	3098548	0	1956573	2128696	1161269	1915120.8	2035556	4878186	3097336	2279470	2727533	1961961	3743539	3431680	3050903	5179668	2331630	1988326	1563104	917053	1607329	1428520	1661793	35391230	32697130	18590149	13299026	12331227	11231700	21490421	0	0	14536287	15921986	19421814	17211794	27619015	20533241	25506084	21661584	28283210	16411155	15769349	15367143	14756208	18778293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9L3	4681386	8126657	6389587	4396072	3638836	6381115	2903217	5368948	4381483	6986536	4942887.5	4176256	4875856	6112199	5180528	6182195	5100384	2988026	6496714	2306232	8345981	6788562	4369588	1460945	484627	1747161	766597	385878	1079758	2430110	2576745	1912263	1235930	3144125	1525306.7	2533207.4	2143471	1800248	1519702	1656593.3	900540.9	716341.4	1314275	1784671	1519150.3	1782806	25883220	18984854	13924899	10436888	10535461	10562635	10350491	4621815	12662679	17225451	17077556	12915263	14999628	18555377	9974194	12433810	13122872	13733049	17184577	14167973	16212633	15502621	15168433	0	0	0	0	246025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9L5	0	2273503	316357	141339	0	277254	0	251217	0	6132437	273666	4698012	2290908	1113634	1949641	277040	250865	184281	104511	249365	204793	0	0	0	0	0	24635.6	0	72779.3	225326	209025	0	3764530	0	0	148160	0	0	0	0	0	0	0	3262390	0	0	8328940	1548930	928972	546688	397932	566813	806867	0	0	12537890	4503084	538715	703036	1125620	785998	5603118	560075	7941600	4238448	2706872	712598	6449894	7934590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9L8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114825	0	0	0	181562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226902	0	168339	0	0	198388	60394.9	0	0	170958	322820	300460	0	148732	228689	358636	0	0	252244	278496	335572	279342	174977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9M0	4208982	9351247	12310866	5592844	1410695	3154410	6638638	4970296	4207643	7075543	5722540	6455683	5377443	6206184	5880174	5711363	5925523	4909109	6401124	1941312	10193121	6462486	6207284	1305686.6	0	2075530.2	892309	631940	2311933	1712300	2158930	1661728	3423409	2249219.5	1546490	3327150	1111997	272094	866532	1181277	1896892	2484648.3	1911010	1402944	1426844.7	1448126	35211110	30639180	14762449	12914642	13638451	8604648	11160002	1186646	7298711	21960189	17045744	17415434	17973776	29150835	10474431	13097701	10743676	11728163	20887297	15538358	21320764	19227162	20234421	0	0	0	0	74254.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9M2	0	483642	790065	496897	645951	618404	573243	631447	0	980331	0	816926	0	0	289001	187731	574390	0	883161	0	717486	336792	0	0	0	0	410789	0	0	238660	517123	333503	0	0	0	0	0	0	0	907491	0	0	0	0	0	0	2444481	1747887	1122300	764967	1036175	1065514	1024063	0	898314	1396748	948522	473428	1403161	1548526	742249	1391084	940850	1848807	1366045	1210104	1248440	1693645	1511338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9M5	2637420	2045560	3026300	1756370	17342344.5	1242030	6516520	269406	21837600	115196	2179599	113268	10285800	0	336165.7	2257933.5	2289480	0	0	1250060	22024.6	0	0	0	0	2607870	1627760	0	0	1231680	36546.9	0	0	0	1415540	162876	0	0	2164470	0	0	8613790	14346700	9043760	0	0	12101598	32609093	5986620	3032170	4582800	4729540	8660962	0	0	23504000	14764178.1	14464901	14409320	15687098	6909268	13987983	23495000	2770946.5	188821	216650	11713536	7907946	14131713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9M8	19930144	20231524	20547704	12682086	10736883	14448890	18180062	13832585	20561969	22639299	14447392	16962038	13953001	17720481	17879339	16673793.6	18311390	14032629	19261275	13299904	20662582	16867248	16188290	13512921	6600539	10446706	2832786	3042170	6231387	9041403	8011018	7317533	6811141	10033291	8277135	6752122	9023304	6987915	12202542	7073791	7911496	7896836	6549824	5694544.4	8797819	10435457	88327190	71723635	44072468	36597373	37594136	34729513	26057449	20771800	39990683	53076504	48923005	48426871	41638392	48932304	29097932	39007211	40146934	45863916	48024001	42495236	44335897	39065346	42356405	0	0	0	0	0	0	643770	0	0	0	0	0	0	0	1148800	0	0	1391180	0	0	0	0	0
P0A9P0	25749141	41019072	35763280	29565906	20906020	28751420	29346996	31905766	30023795	33001814	20960817	27661350	31678688	32336512	33645241	36697677	29347080	24301123	36090938	20846440	32591509	27582607	29009083	24023138	2825261	13314423	15092701	8134863	12710581	15580753	18416120	9187621	12580931	10357017	7920115	15193922	16209714	17520661	20373800	15031152	6893902	11189316	11700895	12010084	11193374	11184892	130188820	107466150	63469318	59264660	50971327	52884180	59413600	8227531	23547930	64508960	69126385	67824900	77486700	95175840	63123052	75519701	69911605	86386820	73222110	69334240	69663740	70333330	73893710	0	0	0	0	0	570314	0	0	0	0	0	0	0	0	0	0	0	175481	0	0	0	0	0
P0A9P4	1031788	1370379	1463518	1427267	708455	545575	424819	513505	662458	529904	1043421	897388.8	395174	766964.9	978576	1013436	823538	582394	993950	418685	801851	509005	341687	0	0	284211	240997.3	0	722535	0	318577	111468	224392.2	148756	600649	547845.8	0	0	193089	0	0	238713	0	0	181300	259992	6365980	3934040	2730360	1828102	2317553	2635300	2405470	187927	1673672	2346203	2371493	2589421	2846810	3164147	1866448	2497494	2001017	2527022	2832961	2828760	2807345	2563853	2830811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9P6	7143669	6159621	9091984	6278667	5184806.1	7007509	10963696	7469215	9499049	7491254	6132466	9596145	4001669	5745259.7	6073535	7966278	7697328	5718167	5056781	4813684	8240378	7519340	10610562	5089592.3	0	3258373.8	1558059.6	1120156.7	1552037	3552644	7320955	4217923	2777384	4683772	5135629.7	3393689	954623	1136657.3	2707190.8	3183043.6	457274	3846175.1	3613946	2119687.6	4079208	5049560	40814008	37094640	20791050	16422410	17555342	15244869	15067751	4502162	6832625	27316194	21786342	19502076	24301183	27653901	11080458	12778587	14890788	19437416	22791314	19868464	20021233	19584997	22522560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9Q1	2435407	2747813.9	2741836	2034747	2441466	2764492.9	2653239	3176021	2627766	3552638	3045651	3772897	2925194	3506238.1	2997107.8	2988205.3	2248076	1048608	3432269.6	2680913	2705866	2683400.8	3010472.5	1111971	0	393863.3	212970.1	87512	1051751	493926	1782816	1446400	1115901	515501	548878	527140	0	1372953	423301	1071595	267364	1088285	1294770	1096082	310002	323701	16227375	13342625	7219898	4989710	5678909	5938387	5932685.6	3448530	5622370	7895254	8044270	8946721	8961829	11708928	6215153.8	7775835	6928581	8402492.2	8616526.9	8180404	8669848	7313084	8517179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9Q5	2840814	2696321	6464434	2920937	5779275	3223385.9	3999045	3543604	5522963	5287897	2901513	4439372	2309108	3911872	3637673	2211119	4989804	3568325	3819084	3028410	5045002	5147647	5773970	5683128	3249840	3762343	3540348	750678	0	3025354	5133867	1438145	1532367	3817717	2266079	2065691	2511930	2885882	368332	2192740	2861182	3159491	2714088	1286536	2848633	3838530	21217620	15609910	10262730	8493751	8635205	7056792	9255211	2288440	7412970	11153294	8720065	6035110	5785794	11502040	4280829	7043456	11231713	10440030	9783850	8967364	9373970	8837060	10579363	541315	0	0	0	3895160	0	0	0	581519	0	0	0	629265	0	554770	0	278120	0	0	0	0	0	0
P0A9Q7	40046256	67140490	59750797	41808296	30144628	36205870	43805970	40315720	38499210	46920740	40005215.9	45271984	43778890	46017860	46393220	48342096	42849709.6	43192813	49570899	35224780	53429360	43500710	41114571	25699081	10011530	23108195	17227542	13665648	17235874	22355255	23704298	21923585	19098158	21791230	20958258	21082903	22338645	21819722	24975483	16121607	14050182	20210840	17187184	12790193	19043465	22513002	207755270	177965400	103747610	78455094	85423150	93197073	84032290	27613938	69485130	112364830	109323550	109670414	110159200	127150390	88741696	101319379	102547180	128325100	112024557	100005942	103707680	103993236	110804517	0	0	0	0	0	81413.2	0	0	991417	0	0	0	0	0	0	0	0	0	0	0	597100	0	582040
P0A9Q9	1071332	3116851	2310488	1151786	0	495842	2379220	1702620	173389	1504917	1330989	1440802	1165918	691419.8	1257966.6	1234273.2	236177	518594.3	1748905	87849.8	2287914.7	944874	988593.7	84362.1	0	0	437218	0	181154.6	148337	156934.7	992878	1380012	231719	0	535863.3	0	102223	167412	507808	0	1601700	44667.1	0	0	37445.2	11343915	10243390	3235202	2464044	2669433.6	1855316	3964567	0	0	6549090	4324041	3442143	4538330	7089672	2492568.9	2611182.3	3474725	4804988.6	4955591	4090250	3883818	3913314	5541918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9T0	3621790	5766900	161382	1082010	3081220	770294	5355797	516347	7031920	106594	504038.9	2666307.5	2311045	2761210	4079036	316522.2	0	834378	5531059.1	0	5838697.9	4417991	6136776.8	5194440	0	3329370	0	0	0	0	0	0	0	3271040	0	742938.2	0	0	4472630	1365800	3414850	0	0	2627470	0	0	18298593	16216497	9397247.5	6472180	445257	676525	6386036.1	400823	10152590	12293921	7899077	3222699	7781708	12809061	2294683.9	8624025.4	11877040	10225332	11622249	2196100	7664853	5899090	7937898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9U3	0	0	0	0	0	0	0	0	0	429310	375899.5	94310.6	0	230846	225754	163919	0	0	150964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2315833	2101449	1027353	322171	540473	224918	323178	0	248589	1005338	284025	1114623	1088296	2266310	326226	807471	0	238791	1260764	778961.5	1742591	2068291	1319809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9V1	1099028	958490	856004	818716	190345	529244	2006090	463417	0	1996029	920320	506878	0	43972.3	799858	1180619	735144	0	2815316	0	3552090	3270700	2544990	0	0	136850	763138	0	487012	0	1105080	0	712722	1079530	0	447926	0	0	0	0	0	1886590	0	1641310	0	0	8236560	9768978	4007755	2424403	3792097	2228231	3152482	0	0	5997962	3047906	3797094	3471738	7524916	1929789	4402030	1001653	3460934	6621897	3964498	6392715	3581073	5280342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9W3	13458024	16203856	15932108	12698189	10316513	14775282	10561528	14268328	19006146	18935131	7026229	19590148	12161091	16414459	11901404	11827923	11925700	7434038	17187653	12278440	18209777	14790266	17336834	13652237	6270972	8398469	4299910	1045315	2576357	10297479	13242804	7149981	9948995	12042204	7577641	4084053	3708777	6182230	9900350	10163867	4066496	8351285	16647317	13122790	7045909	7281718	46547330	42165560	24425630	22584740	27364730	20727390	26724660	9839858	19688500	41372860	31682090	25199020	32555210	39068880	19808536	27070700	36539760	38755320	35261990	30832490	29981110	33458090	33958080	0	0	953896	0	0	656192	0	0	0	0	215644	0	0	0	0	0	0	0	0	0	0	0	0
P0A9W6	688607	1401720	1421340	836355	1833340	1797420	1763580	1122850	2947080	1414470	419659	487692	1337200	1912950	1246720	399214	567375	1638540	1595630	0	2578490	1729340	2409850	0	0	0	1374830	0	0	1207570	2661230	1482510	0	1523930	1326720	0	0	0	0	1440670	1415120	1277750	2120280	1580240	0	2288700	7076750	6412570	2102810	1787540	3240740	1827990	1868000	0	3505940	5022750	1886200	1527610	1526990	3297650	0	3882690	4118160	3865180	3525220	3532580	4935490	3172370	3109750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9X4	13533966	25490678	19590312	15967985	12671892	11526192	22858010	15120259	24299886	20596535	13445045	14475138	14310989	18399117	15221629	15628656	12761285	9775033	19950893	13104593	18625429	15152276	16294142	13189516	4439490	8541485	3027166	5374397	4746192	10693186.9	12131584	7102124	12259642	8536263	3349229	7870717	7629300	6987054	14529918	9680363	6680075	6918862	15861585.3	7826608	13489589	8213318	70397930	62920040	42080639	38113044	37719340	31239002	34474880	11765668	26760670	47183658	41579160	33890838	37304908	54832960	33709693	38730672	38020481	48465880	45583128	32413690	41621660	40413309	43593149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9X9	2840654	4244510	3855647	3353853	2556010	4687042	3790455	5211519	3340053	3865387	2137899	3994999	5633420	6114946	5316787	7053321	2988920	3944548	4432087	3744464	5049845	3104250	3592570	1887130	1316260	1725618	1028100	946122	1702340	1546220	1984680	1225140	1493720	1647852.2	1207490	2130220	2541490	3110930	3557520	1891270	914902.7	1006570	1128870	559953	906758	1544708	21522280	18700400	8126037	8323330	8986175	7470641	9172609	1201515	7203670	9615785	9309697	10754969	11484532	12721585	10661878	12738700	13507722	15791310	11334066	11040016	10266714	8571964	10718806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A9Y6	17540422	23122290	20644856	15199673	13138155	15538672	14503411	17893079	16024073	16365549.3	8476192.6	17086514	15490622.7	13002163	16227110.8	17119323	20957814	13360964	19717317	16460362	20412495.5	15484464.5	17178672.5	8794097	0	8262986.9	6094073	4556182	6510654	8060848	9373695	7725253.7	7086123	7327194	8226687	7939956	6515525	6705559	7817006	6100721.7	6567339	7588425	7346652	7092012	7197724.7	8210950	78953374	64314760	42094744.3	36098628	33998536	34487458	34347591	14507570	4104500	40622294	37796135	37801398	38562262.8	43112326	29749870	37835769	33403620	40767442	44297855	42931543	39912684	41192770	44641159	0	0	0	0	0	486172	0	0	0	0	0	0	0	27960.1	0	0	0	0	0	0	0	0	0
P0AA04	1097640	2366580	3116820	1320310	784085	1053740	1604530	2547200	1343530	2294330	2586530	2736170	4761520	5858780	4325220	5521940	1844420	1616400	2476480	1180800	2371100	1562800	2127680	886255	530847	705497	625520	430488	247207	461115	750869	738450	623159	968752	485919	986839	2194640	2456060	1832290	1549980	0	982168	528981	703341	0	0	12978100	8549700	4675120	3643780	3489210	4862700	3821420	0	4805130	6488130	5708010	6647370	6983730	9486500	9479540	12291400	10121800	13061100	6295860	7250260	6403180	6139060	7512110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0AA10	47266370	73492160	71905350	50776550	46860010	51987060	51743920	63724270	47818560	55201060	45997198	52736800	54883950	53782320	55940830	59678685	53969890	41337790	55184920	45391040	62517864	42746400	49256510	36538850	11107763	29433395	23790986	18704130	26014980	25495029	33801050	25864320	24870041	29492630	23154003	24190190	28527880	31701594	32100911	22366920	20541307	22223696	21549963	20927430	19077637	12597331	210996280	169084523	113716680	93076800	102395860	105186628	101375610	26151400	88175532	114119840	111480798	119873610	115651160	131657010	97554596	111401420	115966890	130147290	118001430	115528020	117517860	115034230	118577020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0AA25	5024892	8636399	7495032	5635288	5128600	4403001.5	6464758.5	6181340	5528370	6280574	3889830	6624586	4630710.6	5186820	5591815.4	5202840	4816140	6343695.9	5930144.6	5537065.2	6806413	5585354.6	6342080	1290165	2456340	2600089	2090963.9	2658887	4058874	3169930	4075160	2865468	2680967	3160873.5	2277632.7	2366166	2330643.9	2049040	2985480	2739262	2532110	2596637.9	2742150	2288185	2980048	2478628.9	25881970	21767216	14527987	10557750	11935564	10271745	9816654	4486190	8582470	17279210	15636542	13086152	13194078	18202500	9880337	11696205	12111530	13182904	14571041	14242267	16146955	15822810	14332725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
