ProteinName	LE_1-12_10_10	LE_1-12_103_103	LE_1-12_104_104	LE_1-12_22_22	LE_1-12_23_23	LE_1-12_24_24	LE_1-12_36_36	LE_1-12_37_37	LE_1-12_38_38	LE_1-12_50_50	LE_1-12_51_51	LE_1-12_52_52	LE_1-12_66_66	LE_1-12_67_67	LE_1-12_68_68	LE_1-12_69_69	LE_1-12_8_8	LE_1-12_88_88	LE_1-12_89_89	LE_1-12_9_9	LE_1-12_90_90	LE_1-12_91_91	LE_1-12_92_92	LE_1-25_101_101	LE_1-25_102_102	LE_1-25_18_18	LE_1-25_19_19	LE_1-25_20_20	LE_1-25_32_32	LE_1-25_33_33	LE_1-25_34_34	LE_1-25_46_46	LE_1-25_47_47	LE_1-25_49_49	LE_1-25_5_5	LE_1-25_6_6	LE_1-25_61_61	LE_1-25_63_63	LE_1-25_64_64	LE_1-25_65_65	LE_1-25_7_7	LE_1-25_80_80	LE_1-25_82_82	LE_1-25_83_83	LE_1-25_85_85	LE_1-25_87_87	LE_1-6_105_105	LE_1-6_106_106	LE_1-6_11_11	LE_1-6_12_12	LE_1-6_13_13	LE_1-6_26_26	LE_1-6_27_27	LE_1-6_28_28	LE_1-6_39_39	LE_1-6_41_41	LE_1-6_42_42	LE_1-6_53_53	LE_1-6_54_54	LE_1-6_55_55	LE_1-6_70_70	LE_1-6_71_71	LE_1-6_72_72	LE_1-6_74_74	LE_1-6_93_93	LE_1-6_94_94	LE_1-6_95_95	LE_1-6_96_96	LE_1-6_97_97	Lymphnode_1_1	Lymphnode_100_100	Lymphnode_130_130	Lymphnode_16_16	Lymphnode_17_17	Lymphnode_2_2	Lymphnode_29_29	Lymphnode_30_30	Lymphnode_31_31	Lymphnode_4_4	Lymphnode_43_43	Lymphnode_44_44	Lymphnode_45_45	Lymphnode_56_56	Lymphnode_57_57	Lymphnode_58_58	Lymphnode_60_60	Lymphnode_75_75	Lymphnode_76_76	Lymphnode_77_77	Lymphnode_78_78	Lymphnode_79_79	Lymphnode_98_98
Q96RT1	0	825596	620657.4	212788	1780010	648040.7	1427250	0	2086800	1112630	193958	991469	0	730717	0	474518	1197320	774926	921175.9	1423899.8	1564768.4	1088550	1288342.5	1833113.7	0	95122.6	268257	1135030	799026	54194.3	1180060	1332250	0	622134	1139020	0	1343360	824271	2048380	1622837.3	1328300	1839584.5	2783896	1477480	810041.9	1392754	1459748.1	1978500	0	980777	0	445247	664936	0	0	2040420	82746.9	569097	28823	1628687	125061	768876	1899792	1615440	1170103.3	1194450	2148879	1554667.6	1378336.6	345619	921221	1138970	1059360	1929040	2133470	1325506	1310771	1825870	0	1023220	1394410	1349080	1120500	1599202.1	1483850	1220750	1044690	26315	917364.7	436642	1145550	1441600
Q96RU3	7352006	7018464.7	7732274.2	8472392	23660883	7125188	22873747	11157280	17583573	3749721	2413896	10351591	3878572	8961438.1	4487495	4390666.9	15102301	4530111	7254491	26068029	10311165	4507790	9752076	18832213	2088935	13393142	10419543	9934586	21120734	11365897	21254372	16753237	10087966	4793631	19088665	3637021.6	13172210	11305275	23823323	11757078	20565079	11230870	8455642	9296599	10644116	14875159	11076757	13482518	13543255	18667663	11204438	2811786.1	11612914	5090890	2665528	18440424	13206379	6313878	9925279	15327342	10732490	11059687.8	17944553	20084204	6009672	7868353	14565666	15417394	5993449	3450745	11666444	11086726	14374351	19299491	36895424	13155266	24598061	19482682	6164018	8641963	14337574	15643651	7581293.1	12414199	16249962	13313294	5845790	9121631	12636715	6741133.9	4221549	16210872
Q96S15	0	0	0	0	0	1822120	0	0	0	1897790	0	1011420	0	0	0	0	0	0	0	0	0	1069110	1168770	0	0	0	0	0	0	808521	0	0	2141760	0	0	0	0	0	0	0	0	0	3211530	1676370	0	0	0	0	2183280	0	0	0	3469760	0	0	0	0	0	2084950	0	0	1053540	3678120	0	0	0	0	3219970	1857110	181375	2858250	0	0	0	0	0	0	0	0	0	0	0	664843	0	906007	0	0	280360	3700570	747595	0	0
Q96S19	883370	0	462907	321110	3531210	875103	4570250	433236	4274200	2823460	81456.2	1999680	0	2859440	0	141735	1248840	943333	0	3711300	2643720	0	1863080	2259100	0	807778	904211	0	0	0	3385160	1294910	1343720	1820010	2018710	0	2339220	0	4207850	2514200	1683340	2697420	840310	1859970	0	0	0	0	2171420	1513620	1581380	0	0	0	0	0	0	0	0	3478730	323410	0	6065230	1773440	1481630	1163030	0	1424510	1460850	0	2390350	0	2116130	2832420	2861510	0	2858240	3443280	0	0	2575190	3172570	0	2487630	0	592206	238473	0	1881210	1251270	1222900	0
Q96S44	1122840	375762	642367	950201	1239030	677082	891123	868112	992399	0	0	233825	299602	340058	181151	157882	521900	0	191423	1258460	485567	691881	537490	543388	0	927709	1448840	575384	1171260	909043	1038330	1177830	1027660	295188	0	0	831601	455579	1012180	1093250	852388	452266	1294850	302161	608384	943799	347769	1155830	410195	777217	464612	748590	636789	0	0	1443170	742170	0	630870	541870	381403	298544	774439	923950	471250	665607	1238900	985845	247614	74066.5	439801	788564	854784	1332430	1588920	841000	0	1008610	482607	923433	1089550	1270530	522677	761600	1033490	1169450	514731	605558	499107	275498	0	1055740
Q96S52	2249450	490307	1071886.4	0	1287152	72177.1	1566690	0	2899813	2402294	61244.2	1231130	935537	2118740	0	53956.3	678193	127479	0	390580	1786612	1945040	2007804	2394063	0	0	0	261260	0	537628	1335400	1040664	222364	0	1039217	0	1484350	772174	1240930	1258435	0	2215470	5175060	2669800	2810201	241365	2409040	4305685	1584265	329717	625431	34387.4	757423	0	0	2589900	1969844	1428090	0	3424597	1593230	2017700	2901960	2498050	156730	0	2546031	1325860	2466027	204970	1914070	0	1716172	2010361	1350934	462477	329420	348366	624838	738514	536990	2959560	2663871	3094790	1395323	953596	1906404	90031.9	1915104.5	625788	1750950	1924470
Q96S55	5360270	8289823	7091302	2258421	510044	2333212	9971590	949433	3103660	15959881	393239	6431904	0	5448290	64404.8	654123	2037094	7999600	10567370	6725635	11641660	7023020	5926320	13848100	0	4412562	4776670	1890786	5591872	6314570	12239631	5060500	9455920	0	7091683	1877000	5551440	4005320	11601822	8215845	11468933	4598740	13172430	6977720	14125865	11750516	4586350	7894010	11024570	2662080	13544047	3813970	10844920	1064940	2194800	0	15011610	1752561	8525242	18264772	3791020	2335957	14037830	5673780	15978830	9486210	16521280	9511533	12686570	263536	4592206.5	0	5029540	4833000	6958887	4202332	9378793	7187223	2451070	5913940	8572070	10443383	9111820	6915070	3697069	3280569	2010944	1260990	7109077	5493086.8	8898400	2885969.3
Q96S59	0	0	0	0	0	0	0	0	0	0	0	50202.4	0	0	0	0	0	46228.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27034.8	0	0	0	0	0	0	0	0	20696.8	48702.7	0	0	25365.8	0	0	0	0	0	0	0	0	0	61699.2	0	0	0	41336.2	0	32260.2	0	0	0	0	79745.5	0	0	0	0	0	0	0	0	0	0	0	0	0	71817.3	0	0	15787.6	0	0	0	0	0	0	0	0
Q96S97	1040640	2066670.8	2009430	628924	6093918	837379	4237650	2926655	6688771	1852758	1778937	2211050	3512746	3837840	1360330	1244680	3655180	5239974	4909652	4498429	4601379	4873823	5108141	2280676	0	1605926	452452	3436840	3994350	3550635	3696489	5889084	3923491	3071525	2280540	524437	3606272	2401140	6526740	3959725	4182503	5338150	3864122	4972120	6462376	5061169	4626993	6340470	1993200	5166170	5773640	0	3697695	0	0	4532550	3866594	2095950	3823116	4018560	2643725	3649922	5527840	4447940	4219450	4324822	6218450	4322490	5385523	1677260	4042476.4	2338290	2186020	5532750	8162154	4766207	7058724	5263450	4293520.6	6687197	2613607.8	6485018	2895330	4170166	3965450	3551383	1368106	2679430	4225421	2874887.9	5166598	5946346
Q96S99	473890	1499080	1367265	1742432	3801388	1457628	3476981	1720991	3305359	1757224	670898	1879141	356498	1720755	1221292	838972.4	1403984	1889507	1507236	3934923	2224412	1911833	2081445	3381405	1245160	2089043	1056280	2883602	3194019	3307165	3302839	3409162	1737344	1343661	3523087	0	2824242	1077301	2971683	1564221	3558022	2617428	3348846	2435529	2565985	3452216	2668040	2731586	3123319	1212462	1379014	2115651	1550150	743647	422285	1552962	2501612	1066943	1059982	2726361	2127983	1801717	4988340	3370874	1566157	959844	1592558	3123890	1683212	0	1935250	3682206	2794061	3627114	6870072	4209939	4015120	3651344	2173042	2333501	3507432	3372830	1908690	2654786	3583071	2219186	2134726	1694419	1472446	656252	2083567	2635889
Q96SB3	4276429	5276033.9	4702179	1951199	3584080	4654323	8113658	5236211	7681204	6571043.8	1287574.9	5673515	0	3859691.2	588808.5	764635	2904166	5569014.5	5107253	9244807	6992899.6	644665.9	4984395.1	12532689	4618151	3696976	2953977	4789157	6331900	5550036	12405068	6989849.4	4972466.7	3051727.8	7043619	1360411.2	8474294	1587166	9804656	8121832	10699283	3968310.1	9756490	4218362.5	10013380	8233744.1	14791283	10968800	4477520	7149641	6834015	2137699	3782543	7191486	7063341	16227504	7535825	5034560.9	7610627	9294881	5131536	5639345	6557285	8102292	6558449.9	4309965	10168817	8267975.5	6536475	931774	3274728.1	4571199	6979999	10034201	10345203	8914263	10706869	9406738	3268946	8839562	7914787	9512211	5953614.1	6818405	4492709	4600226	5577682.4	2747629.6	7478736	2631103.4	4989364.4	6470338
Q96SB4	0	0	0	0	52520.2	0	72182.9	0	0	0	0	0	0	38135.6	0	0	0	154741	0	247202	0	0	56440	142965	0	73601.4	0	0	242591	0	0	0	64340.6	0	138278	0	0	0	0	139427	117450	94085.2	0	190700	119720	301863	0	0	162781	119938	0	0	0	0	566716	454584	0	0	0	0	0	53408.9	0	133064	0	0	665143	350905	0	0	0	0	0	153843	375681	159683	168227	0	0	143002	146027	77147.8	0	0	47135.3	0	167427	168067	170531	44693	0	116647
Q96SI9	1025237.2	268184	527832	1563399.5	348104	411365	1045520	631505	0	0	0	201541	247742	365862	64163.3	261735	580690.26	488497	365798	1059640	448810	603338	1952362	595828	0	712988	256347	180651	2646383.8	568531	841078	1430063.2	600127	0	526383	0	701472	154907	1149260	1578250	3232800	818400.8	1020500	236858	519357	861469.7	375865	666623	455863	429811	623960	371469	917598	0	0	1242620.2	1201592.5	181975	579404	928256	1540604	838643	1415911.8	867238	411463	626414	807522	744879	347992	0	386715	0	0	381921	6009219.3	2712813	711329	2909330	432645	564772	3691698	888781	432838	948190	2258033	737803	283619	384798	2450379.2	0	0	1073902
Q96ST2	1392700	0	1141628.2	681506	2341901	2271478	2858866	152589	0	1454940	124991	1550590.3	0	0	87749.1	0	702818	0	1512520	1440530	1522260	1923620	1654100	129650	0	2206998	0	508190	793846	532719	2492704	1885061	2377100.3	896395	810399	403170	46869.3	775638	0	2035098.7	92052.3	2697910	2658504	2688713.8	2221220	1838700	41326.3	2982500	0	952719.8	958261	606469	1775760	0	0	4347170	2439453	0	1500510	2404300.8	1111110.9	820445.29	0	2290620	1410550	1016381	3115303	697091	0	0	2044280	1665111	1107380	989925	3868644	689199	1767576	111614	780096	1355274	1024489	2392750	1888970	2265497.5	1117750	962268	1217440	1501020	1480483.8	67040.2	1396990	0
Q96ST3	2699019	1673756.8	1770903.9	3105178	5393786	1166343	3996216	2419124	7368913.8	3410690.9	661170.1	4236530.5	852690	4421806	615480.7	1017755.3	2705633	2343360.1	1354335.2	6858941	2313990.4	3669438	6780319.7	4298563.8	0	3009649.6	1040576	3419898	4544954	5484171.7	5405386	7044351.8	4797429	3497334	5636277	290022	4632530.1	1915175	3217374.5	6742879.1	6103192	6709954.5	9363089	4030910	4706939	7042849.6	3455397	3631079	3252554	4649419.1	3951051	1106946	1842561	1338252	1719240	8954898	7608723	2082009	1406430	8975635.1	4768409	5809244	7514482.3	7583796.1	4166201.4	2404180.4	7187892	4775482	3787278.7	0	4393851.4	3556183	5368759	4874844.1	11729356	6639076	8297098	7051574	2636353.1	7053863	11016792	7105998	1989050	5326135.7	4665599	5864597	4309483.4	2803022.7	5357563	1602796.7	1288739	5067377
Q96SU4	0	366130	686480	0	439331	154599	625443	523482	0	333523	93401.7	187138	0	0	0	0	484065	980015	337758	1699970	439210	1080710	671711	1122080	0	0	0	0	1320400	583946	1233630	0	585384	0	533342	49930.5	706531	0	1045390	1106620	0	361833	2052700	403370	828582	579350	698623	1250420	0	0	417780	0	635137	0	0	1655250	713624	151755	458342	511322	753807	676155	736589	1349910	491497	330220	696161	809276	807502	0	743201	350365	480034	265819	1654450	0	1083850	918079	661814	202428	974160	1267150	0	0	450386	746570	259176	324390	0	172837	206394	777133
Q96SZ5	347458	275016	0	394875	517523	270212	284129	594537	822516	162865	0	292430	158305	344571	0	0	370359	262542	382740	1255400	0	0	254679	921538	0	503585	0	319166	981021	329548	716022	589220	0	0	511015	0	337275	190071	389096	463449	1160770	455220	639027	510331	676814	650922	266254	0	292619	585632	682872	0	0	951572	435209	595277	604276	0	326371	414765	0	180899	340670	0	0	164969	0	511046	301380	249898	372896	423774	425063	391458	1376650	1023620	805978	823527	381684	482933	1299840	596878	295478	0	617226	0	311553	346270	888899	487776	224875	383559
Q96T37	1053422.1	1882487	3381405	1540159	4572259.6	985264	3113130	1515123	5971941	3119660.4	292365.9	1634454.5	1105527	1993507.6	78184.4	263562	2386580.5	788805.5	3454263.59	3281441	4148238.9	1397740	5284729	8191822	0	2202693.3	2315606	2534553	5568750	3053562	5811884.5	3275611	3046558.7	4419822	820962.8	0	5768646	0	7250016	2597299.5	4212389.9	2676193.4	7448325.1	4814054	3907742.1	2795856.9	4673032	3500638	4079770	2285820	2632489	639588.3	2721611	2275234	391652	6817799	2580071	1288387	647674	4033359	2823632.7	3344789.8	5316560	3743888.5	3674190	1736983.7	5019880.5	5487342.7	2005786	0	5267731	2748959.4	3078715	3991715	7210398	3256109	3620048	3026456	673194	4771643	4775720	6799669	3024983.7	4663368	6858072	1269772.6	1088221.7	1714687	3279598.2	614057.53	2803251	6296694
Q96T51	2578533	5423657	2957908	2850460	11861524	4833649	7353597	5060414	15966685	3172856	1004144	8606044.4	0	1787591	1531194	780026	5558830	5350230	4431211	9047247	5953882	9523444	11616504	24958851	695973	6974263	2635584	2542856	9341742	7811369	13448805.2	10310533	7670486	10405456	10890083	988748	15028889	4354968	21164637	12210124	7509709	8358290	19516952	8832880	15387947	9583164	8240352	16605998	8452925	2044352	6482691	2558906	7410922	2590647	7186689	3488823	13704012	11930961	4257722.8	13317284	4963731	8092368.9	25256571	14929545	1924093.6	6619371	22821167	8425548	5321640	1981520	10678849	3933054	5382153	9518138	14037000	5493617	11616417	10058591	3310919	12056711.2	11975611	8570508	9149167	2934387	14103195	3142596	6501092	2116118	4574382	2639174.6	10762836	8528232
Q96T60	1079709.8	1038707.6	449174.2	55587.5	2213461	163551	1346068	1011267	2840681	3550097	301572	3095897	111561	120055	0	0	1229816	392460	6090554	1487552	132596	4685706.2	4247534	4039517	177948	1771583	0	1017116	1186550	1375351.4	559039	3048933	149335	122985	932226	0	1572190	1078580.3	2892851.4	3414399	2123513	7163079	421150	3935309	5157683	3723562	1954524.3	2397718	263049	274653	154225	0	543465	473596	1770225	276956	402922	259351	1065661	7230033	2521672	5310751	2748606.1	217867	5286528.5	2530356	6753160	2312136	4640323	0	1140170	328248	69722.3	273192	2699023	2875623	1658916	3314347	848488	361912	1411859	2273294	4563737	4169363	1609568	1885290	1126040	7378070	7049735	941955	1458800.6	1877556
Q96T76	3194122	4148633.7	2006412	0	8921603	2384540	5770329	770852	18659780	512391	1429727	6840856	20588718	12316502	3429169.7	4293368	1192422	2803511	7548822	4710847	8681396	9189121	7755270	8411253	2993560	165753	434073	558571	3896031	3470809	11757360	2131752	4159127	21207485	428648	0	8643122.6	1664420	12972046	5119651	4431576	5292447	7784098	1558092	16044764	6500988	7038286	10744195	855534	5766123	1018969	0	3340470	206427	808254	32866158	9046080	4041460	5280540	20810006	10107228	15834246	9471213	12509692	5115927	1331453	8015534	3381868	15774047	549039	1270571	3017623	3913965	4674053	1771945	19253324	6659452	6944895	1906657	2222521	5794106	9077055	2967086	7467591	6264944	1113164	645928	7596039	13518638	4113320	3625111	4950145
Q96TA1	307103	0	225611	0	0	249744	0	0	739982	0	309370	0	0	321864	0	0	0	0	0	0	382042	0	0	0	0	318654	0	0	443279	357014	845135	926399	685051	0	0	0	824806	270470	575685	444652	0	341441	747636	0	971685	498886	0	0	311547	687797	0	0	856011	0	0	590191	623716	0	0	0	0	483840	0	675167	0	0	853351	414548	648850	0	359752	0	0	772220	0	646247	612529	902793	0	1296750	0	0	0	489274	318981	311573	0	0	450477	0	0	450219
Q96TC7	798913	0	0	1204068	528794	831247	0	0	234559	449497	93296.8	360406	0	0	151792	0	425975	0	183350	1029263	373684	184287	391571	1216754	0	0	2142672	170733	904366	0	236970	756532	297438	0	150090	72857.8	0	0	0	350241	0	0	320726	180881	276266	256679	500469	0	0	141345	542263	588261	0	471478	0	0	857444	0	0	592224	332356	425644	733562	563980	250562	0	808206	0	0	252386	0	657291	368402	244901	0	812205	529388	677766	500882	223768	0	562192	0	801394	0	601895	877889	0	723068	0	0	0
Q99417	295269	217483	178168	260913	425796	143955	0	0	481369	0	0	254463	240738	224258	0	60504.8	253862	273142	247405	0	301605	0	317591	380148	0	194279	617624	291014	512746	152996	241868	396599	0	246127	399863	0	0	0	228656	0	263739	0	574693	273023	263080	302052	164299	462109	411793	461336	0	402553	0	0	0	515542	509274	0	0	334818	312079	133670	272598	450647	0	0	561853	321148	0	88554.1	0	249041	359305	438011	844317	573531	414141	340855	96734.3	493735	266875	0	0	222636	301266	0	399650	0	0	149541	0	303043
Q99426	7335052	4998959.9	7549920	7910960	17800100	7391765	11591165	13110416	17419686	7859021	3262975	6923142	5855996	7207916	2920985	3309448.5	12048351	8128169	5236094.7	17179110	7432776	6693460	6712977	16109023	6215660	8476178	7000409	11793919	18534835	9797328	11505888	14499733	10878714	6453076	13506308	2825894	16569980	6639070	13936017	15955355	13843515	8200770	12501360	8929850	10960800	10993268	9529651	11191034	10390049	13570741	10454584	5910940	8279262	13610984	11411569	16281441	14628280	5098940	7293128	8570342	6510037	7107195	11336560	14169656	6296469	7145868	12170920	9924900	7171480	5013392	7918500	12848028	13144192	15837520	30304740	15551281	17067180	17624000	8545635	9260053	12007105	17805136	7349406	9756294	8220030	13433753	11662545	5566918.2	9558890	5629633.7	5588438	11503122
Q99436	1761075	276153	528679	1610278	1610346	2184637	876569	727295	3740377	1508713	668803	1375419	156346	1361978	176933.9	339702	2068642	1567510	1055476	3035823	1770115	1028400	1974909	706964	0	1158801	3262366	826661	3062148	958385	1170831	2872955	1947324	1169834	1484723.5	334689	367839	150069	1512238	1524575	399805	1268843	1978385	833804	2824753	2166161.5	0	2060500	865685	818677	1239265	1208065	1019464	1415060	1217822	6124400	3846431	1096530	1682523	1893110	1806055	1308556	1902960	625949	1847382	1573601	2115400	2093796	1609503	1104419	449706	322732	1205436	1868652	4357486	2115073	1551030	1667869	755525	1255563	2839020	3351242	1272942	1678886	524363	1726672	889001	1561395	1000665	475280	667102	655310
Q99439	8287250	2169395	6069568	12092704	12050981	6168039.7	3614101	7516243	17894536	7316839.7	1318383	7780327	4164748.5	10622277	1400590	2232725	5644837	10223198	5486190.5	10756640.2	9084074	3662070.8	8127119	8357388	2749180	9677180	11138158	7166518.4	18002408	5298190	10316031	16536356	10875272	3951186.3	6190133	1693319	10164389	3618083	7953516	12375508	5906573	13020573	16458933	6944742	8977200	13217652	4557239.8	7856860	5763983	6956192	7557351	8632816	4643882.2	2067847.6	5026898	15102268	11930403	3578025.4	4848251	10903093	7823256	9521209	17279246	17682636	4767494	5688874.1	21098015	17939565.3	7775156	1981377	3854873.2	4903691.6	7490525	12085689	15603778	13467181	16075108	14407671	3278411	14096421	11766984	8921134	6113156	5880563.8	13918535	12496289	12724166	9355407.5	7773272.1	4732582.9	4865573.8	15624497
Q99442	1185960	840398	1123774	1174480	1808510	1638140	2116370	1961816	2332297	1518442	312750	916715	1160750	1578510	489962.6	608763	956878	1046150	1147919	2808336	1249116	1056646	1027710	3246874	1145600	783295	0	1566050	2339340	1778703	2413138	2284672	1090090	910041	934365	461964	1633096	756991	1628076	2267894	1182010	1903913	1404940	2087965	988675	1571354	1074470	1849290	1327030	1664444	1067210	1588890	0	2035934	1618650	1992410	2097264	547823	1404066	1828477	1005400	1149940	2646414	2666590	837681	1388309	2031324	1414440	1098960	816875	1066920	2232984	1953039	2924448	3573229	1948670	2376465	2524365	1189690	1701700	1704754	2334520	1071401	1152300	3037151	2098952	1637760	875548	1898879	955663	1029339	2135530
Q99447	554308	1181425	868573	921715	3580184	1507239	1111706	2165963	4176046	1579720	506417.7	1325627	510813	834962	540873.2	379707	1416113	1637637	891764	4212060	2533241	640715	1593883	1594380	486030	929592	1280077	1574726	1644730	1692126	3290289	3161345	1349918	867463	3430774	298407	2031337	328584	2193428	3823532	4251693	1459977	3973909	1523357	1016857	1606893	1476144	2076995	2805265	2908665	1547002	907679	1102203	1194064	995119	3934484	3732986	257987	2694736	2873454	2517994	1431789	1487106	2199328	584565	1434038.4	3904450	1631182	1318153	539572	2197912	2751070	2870304	4262792	2308269	4267364	2351399	4014287	1643949	1840810	3070848	3458913	1378348	2498385	2148202	2756308	1379499	812175	1610178	510712	957216	2422187
Q99459	5481350	4463386.3	8668981	12389722	16276303	10940668	22331488	6874063	26521298	19778520.7	1465454.3	12756034	3394230	9428974.6	2277681	1046106.8	12828391	8795680	11941187.5	10397110	16109515	14484972	12044271	13058219	2572960	15266471	13205162	5181470	12444905	7957631	23414410	17148041	16819359	4752405	16387029	0	16588732	5721357	16420004	16506961	20964655	22907187	11449810	9435766	12626542	17921701	16140277	11465275	17812924	14974410	12877485	7428524	11816850	1805919	8411750	28322834	15351591	2862737	15773581	25472394	5758373	15845208	19514883	24734023	20438417	8559377	19407134	17349210	12072586	0	13881765	10281406	12627567	14276871	25478893	6001637	17941930	14067890	7050103	12955683	23353852	17484886	16562997	16816974	21663910	10976866	6249022	9132519	15600014	6709273	7689019.4	18264408
Q99460	8295227	8090006	9342645	3744372	16357960	7077828	6809566.2	13235920	14597854	9921110	2862689	11849775.7	9032470.3	11994291	2581219	7911559.3	17598267	13056098	9838070	16625335	11744432	8661042	15353496	18318251	4447120	5665034	6743013	12644235	17825185	9606306	13169054	19329665	14384620	7257055.5	12441098	3004314.7	13282701	9046058	16787893	17268485	15231010	14312994	21210743	14133530	16136187	13718787	10443304.9	14953137	10668341	11307594	12220820	5064063	8630552	1232570	7421734	24827941	18610631	7115460	11756968	15864636	12460577	13621924	24652018	22149554	11751681	10741965	20515877	20059916	13328419	5937452	10543029.5	12154303	13835467	16904141	27087971	17616684	20422451	15579487	11397697	19606421	19955409	17581599	11366854	13796502	19474428	13003382	12556390	12840954	13962512	6207602.3	13493527	14223454
Q99467	137687	251465	183332	0	129179	0	236441	243870	257873	0	78805.1	215216	130036	211508	131413	181706	132486	399575	204990	498782	176675	259514	337424	311205	0	0	0	0	212919	173506	291413	482988	159741	67629.6	177250	0	356052	96215	274548	798651	0	478123	700095	465601	355947	419317	218445	185469	0	122535	218310	0	209382	0	0	254845	371972	92017.4	189208	446061	133489	149214	683287	397770	267043	377799	495541	375427	0	0	201094	0	78072.8	55545.3	542296	622412	278782	348850	173565	263536	263840	462862	0	459124	401012	0	370716	280486	360537	119335	241396	148929
Q99471	1388249	555058	737983	1281132	1245027	0	776809	808744.9	1426827	0	125985	3520451	0	0	0	3384715	1377840	476329	275053	567991.4	1199491	0	0	92229.8	0	965559	1181872	1033490	1237310	600945	605002	1688479	112718	0	1964434.1	377844	0	238724	1482520	344535	1055529.6	928128	679526	435501	869415.2	1212942	519991	781555	970977.7	1257476.9	917702	0	0	1058660	459848	7682988	580530	333546	5516570	6230991	4490804.2	5849822	0	473325	5266828.5	5603560	5646539	7225056	398715	375960	451554.7	17011.8	1120985	1718117	2323265	2837153	1748951	1542528	1156932	722416	1434696	1429601	914977.8	455994	538132	0	22609.8	688853	944943	268111	666144.1	649174
Q99490	183218	127469	791826	761204	1615491	888643	532215	1197010	4971857	1186816	195954	6385917	0	3962076	424493	437417	719249	3716037	204709	829764	3262858	257710	976839	2838500	0	1392329	0	480543	2450010	926086	1160262	4072922	3817793	1007516	1513196	0	829394	320766	596834	1253836	886971	5629665	5929280	581105	3319981	3013916	0	0	815675	453065	2215440	0	0	0	0	5123640	1877748	0	676535	3920175	1253158	911218	1924740	2220472	599120	801464	3767505	3123618	2792048	0	152714	365656	466218	2716477	3184264	2908193	765942	2225623	552783	2656064	961407	527033	880235	462965	592344	342028	1506772	938913	3199032	786453	327048	2690534
Q99497	75056829	49724077	77633624	52478417	127992415	74426930	99139281	102070181	75510315.6	59859267	32021073.2	67321521	65814341	71978081	28356506	22922975	108423846.9	86188789.3	79743036	158884068	60276770	70846653	81123485	137113054	40560050	55802155	75077160	90726629	128442538	95174004	125732319.5	106969926	102967556.4	55010809	97226079	29236475	104234078	58411244	96250140	141516987.4	107515099	53411082.3	118113280	84701129	116941329	91657095	69058801	127133439	66112463	101301754	91994090	59278733	86027910	16522740	58173739.1	124167925	125100330	42660951	79011145	100142117	82450223.2	72781422.8	139379950	156422411.2	80204696	84086612.1	127194701	91627704	81429147	29133770	65011561	86088349	95969794	140360457	197576451	76916619	110054550	144259918	82440225	110463051	135011415	146739397	62857426	91451756	109238273	139841996	110106380	62006235	92545276	47177729	69470059	113300503
Q99536	17718998	23465887.6	10397817	40833373	38961268	38746365	44928365	24200275	22102993	16148821.8	10324573.7	11898705.3	16220447	14401649	7245351.7	6074708.2	28356956	26791543	27531520	62698150	17933076	27260916	32919255	62977597	12468652	17037786	75584110	13577977	17967981	32283996	42013471	31789152	32059665	15098771	25168272	10270902	19339117	10148350	24347209	38533470	20732279	6968615	33106809	27822037	30484656	21155241	26078783	48473006	11532919	24444789	25214748	36354725	28165495	64082340	14300296	17974309.3	24395480	9475256.5	26796003.9	23179456	26634233	19277326	37423693	35837749	32078260.8	26947431	16299753	20076904	26259117	13140918.6	25249832	24012668	21377199	60179160	60479340	16157591	29907239	42291814	27598905	22845114	30251333	52589880	10721265.4	29677132	14093811	30159669	32753733	7148016	18448993	8708992	20490959	14779318
Q99538	1383931	3529880	995066	3701045	4518240	3228149	8935780	2440598	5098208.3	1501308.6	943970.1	1222098.2	806531	2474303	839378.9	0	2893968	5146986	4327700	9761055	1438972.5	4997190	5499791	16418580	671138	944272	7287973	209028	1391890	5451573	9042205	4274920	6942498	1300920.6	4585695	594746.1	7481672	1695738	2170708	9309120	4016433	805999.9	7312527	2995473	3410418	3038368	3631519	6507114	0	2237077	4306361	2438447	2242106	4382500	1352637	3513648.4	4339347	1305853	3434666	4111570	3013945	2270332	4709969	7754230	8015298	6313717	2830377	3130051	3264880	1087729	6113058	2811655	2334722	8017200	7168740	3507788	7386480	9183820	6087935	2554990	3008983	12439464	1621757	5851010	3221208	6112246	4864899	552295	1909919	2085023	3053978	3407996
Q99543	0	0	0	0	0	0	0	228824	7731940	6391170	0	4763440	0	3443830	0	94166.1	1861810	806497	0	1157630	4227280	5140000	4808420	12568000	0	3661800	0	0	251527	0	1949020	4316140	0	5613970	3067950	0	6010320	0	6193960	2266460	6791260	3417370	13697500	3864490	0	4189470	0	8488210	6215140	0	0	0	0	0	4935030	7824740	6379700	2394730	4158890	8255990	3989980	0	7053550	6680150	0	0	4175730	8703340	6040260	0	0	0	3659580	2544990	0	1215000	2119460	0	0	2463390	3537890	6208750	5797700	6056200	4435260	182324	0	2136060	0	3379780	1218950	0
