ProteinName	LE_1-12_10_10	LE_1-12_103_103	LE_1-12_104_104	LE_1-12_22_22	LE_1-12_23_23	LE_1-12_24_24	LE_1-12_36_36	LE_1-12_37_37	LE_1-12_38_38	LE_1-12_50_50	LE_1-12_51_51	LE_1-12_52_52	LE_1-12_66_66	LE_1-12_67_67	LE_1-12_68_68	LE_1-12_69_69	LE_1-12_8_8	LE_1-12_88_88	LE_1-12_89_89	LE_1-12_9_9	LE_1-12_90_90	LE_1-12_91_91	LE_1-12_92_92	LE_1-25_101_101	LE_1-25_102_102	LE_1-25_18_18	LE_1-25_19_19	LE_1-25_20_20	LE_1-25_32_32	LE_1-25_33_33	LE_1-25_34_34	LE_1-25_46_46	LE_1-25_47_47	LE_1-25_49_49	LE_1-25_5_5	LE_1-25_6_6	LE_1-25_61_61	LE_1-25_63_63	LE_1-25_64_64	LE_1-25_65_65	LE_1-25_7_7	LE_1-25_80_80	LE_1-25_82_82	LE_1-25_83_83	LE_1-25_85_85	LE_1-25_87_87	LE_1-6_105_105	LE_1-6_106_106	LE_1-6_11_11	LE_1-6_12_12	LE_1-6_13_13	LE_1-6_26_26	LE_1-6_27_27	LE_1-6_28_28	LE_1-6_39_39	LE_1-6_41_41	LE_1-6_42_42	LE_1-6_53_53	LE_1-6_54_54	LE_1-6_55_55	LE_1-6_70_70	LE_1-6_71_71	LE_1-6_72_72	LE_1-6_74_74	LE_1-6_93_93	LE_1-6_94_94	LE_1-6_95_95	LE_1-6_96_96	LE_1-6_97_97	Lymphnode_1_1	Lymphnode_100_100	Lymphnode_130_130	Lymphnode_16_16	Lymphnode_17_17	Lymphnode_2_2	Lymphnode_29_29	Lymphnode_30_30	Lymphnode_31_31	Lymphnode_4_4	Lymphnode_43_43	Lymphnode_44_44	Lymphnode_45_45	Lymphnode_56_56	Lymphnode_57_57	Lymphnode_58_58	Lymphnode_60_60	Lymphnode_75_75	Lymphnode_76_76	Lymphnode_77_77	Lymphnode_78_78	Lymphnode_79_79	Lymphnode_98_98
Q01629	50186.2	39214.3	59820	47069.2	56781.4	82474.4	0	0	0	0	0	0	0	0	0	0	13732.8	74189.6	27109	0	0	0	0	95455.5	0	124894	223356	0	0	0	128775	180605	0	0	0	0	46882.1	0	0	36340.1	0	99520	96740.5	50630	49662.5	10443.6	0	0	0	0	0	158430	41122.2	0	0	0	106448	0	0	165036	73135.5	59486.7	0	0	0	143682	83505.5	65136.4	0	0	0	0	0	0	0	0	0	51447.1	99340.1	177455	0	190883	0	102844	0	0	129513	48612.9	0	0	0	0
Q01658	4935537	3812014	3776050	3279463	5669276	5512263	6306860	4259346	10347850	7891190	740306	8855640	1339680	4367910	682566	1682421	6105160	1792220	5140150	7388717	7705300	3555190	4685070	6957060	0	13929515	6062339	4644320	5700090	2380731	9128760	6686668	6393650	7822410	7332670	530695	7390280	2628130	9345230	8914600	8374839	8794370	15026640	3171680	9108940	8977770	2888590	2168220	4269580	4811696	4036150	1000149	1201421	7127940	4567770	13523600	11268360	5195756	6129840	11991160	5221580	9403280	10869080	11151370	1398990	7100810	10372290	9355250	5552420	1425514	5243815	4354299	2818719	9072790	7492600	4891230	5415990	5259140	2738351	8850770	9193240	10926320	4883500	9949280	8439945	3960630	4759483	4051444	5167610	4331782	3068980	8850790
Q01780	43934.3	68855.4	265907	155839.8	704295	332166	844403.6	555371	1304870	364585.6	187191.5	608740	191728.1	390253	112452.4	198219.2	195627.1	846870	206070.8	951137	576686.3	258761.7	290207.6	870908	109340	137482.3	577503	418065.2	749004	264066	390510.3	1654156.4	290018.1	135153.3	245640.6	44585.9	0	49711.3	757511	1391649	617122.5	801610	1077156	262973.4	725258	1080919	180670.2	447239.3	347893.2	165310.4	409016.3	0	113924	435029	194500	1379189	553005	249956	160275.7	758820.3	723977	532180	1395253	1849502	269366	239753.3	694800	579687.6	463352	0	39888.7	28665.3	394134.1	548228.7	1707351	1038989	587016	1218151	110187.1	750126	1107673	2112587	512267.4	563692.4	698666	497508	1070361	577484.8	928254	221059.3	621874.9	511105.4
Q01804	1016690	0	0	0	0	2149170	0	0	0	0	0	0	0	0	0	0	0	0	1081540	1062290	1142540	1138580	0	0	0	1983170	0	80716.8	1713750	0	0	0	0	0	0	0	0	0	1049740	810654	1634640	2816850	1883510	0	1590880	0	1239950	0	0	0	0	0	0	0	0	0	1082950	2430740	0	2233430	0	0	0	0	0	5523490	1624710	0	849004	0	0	0	1895420	0	1503030	0	0	0	0	679898	0	2016950	1488300	0	0	0	0	173481	905161	0	0	1378760
Q01813	9002551.5	5469802	10588998.7	7722884	14361210	16307169.7	9004108.7	16555444	21428193	8492001	2517912.6	9944129.3	10647140	12689752	4945101.6	5534010.5	9857258.6	18230384.6	8680901	16063050	12470483.1	9857346	11122814.1	17512612	3578761	10567120	11087946	12931077.9	22115118.5	13594820	14915393	28373233	11858125	6548361	12882442.1	2901373.8	14504575	9778994	16618599.9	17173658	13371679	16766850.6	26351379	18018845	18897257.8	20177983.4	7092755	13481428	10174004.8	12863253.7	12958044.9	7473441	7354505	127563	9942997	19877391	18592201	7255923	11945221.1	14330107	10743948	15390743.4	21301691	21522766.1	12693849	11647195.8	15557470.5	19932921.7	10197690.15	4593542	11622212	10205033	18141543.5	15318980	26133912	21414044	28229258	16485964.4	9128519	19357744	31051046	18437077.1	8924832.4	14598672.6	23989129.5	13530192	11485608.3	9238395.2	15919311	10589499.9	12361974	16357496
Q01831	0	4563020	3773500	0	4679740	0	3068380	1849030	7577760	4059850	0	681124	0	3487680	2289240	0	0	2167710	3524560	0	5985230	4017870	4373670	7366360	0	1161940	2097260	2322940	1675540	2887410	5968730	2668000	2704510	5897800	0	0	4858220	0	8715680	0	3325240	4644820	7056480	2534760	0	1983800	7857730	5792750	3346400	1580390	1949980	1120750	1506870	1068960	4714890	7433130	5456350	1813950	1110200	6916660	660016	1649740	6797600	2907860	3015200	1939830	3681730	838365	1636500	0	4470150	1755200	3610200	2831240	3532810	2246550	0	2836650	0	5217290	6044650	4244060	7697880	4270670	4568910	2328910	1694750	598660	3648500	734020	1473170	4734990
Q01844	14201668	8543485	12813982	19786680	15010815	14388185	13257501	16846282	24013590	13973606	5821077	13694931	9837204	10675803	6085154	5113579	8864121	15674982	8313711	23167695	14433716	10277536	11806347	24909380	6256610	16480651	22167857	16795291	21868040	4179941	20474850	20999210	15395268	8636933	16753854	3098886	19035652	11349786	21567960	24062530	14100958	16420139	22596380	11601224	15985850	21758860	13284893	16482887	11844026	11161614	14174466	13742940	7956856	21836570	15548884	24637660	26094380	8811056	14444523	16836300	14916025	13071688	19100772	23163810	7612564	12802502	23286120	20675304	10513461	6158473	9241927	14476954	13482606	19141996	32183680	22164710	7908770	20010508	13704383	19215503	29655820	17957080	12452139	15070349	18356981	21428601	20617291	12710038	15149901	9239878	10085285	18613388
Q01970	0	194363	38889.9	0	383746	0	281043	0	204032	0	0	126806	0	26969.4	0	0	0	219815	0	780693	97470.4	0	59886.7	268304	0	0	0	0	0	340079	342818	130572	0	0	0	0	0	0	0	201367	754845	0	230623	130765	385383	185357	111674	646794	0	119262	131652	0	0	0	43498.8	193808	90501.8	0	0	112636	0	0	406924	0	144577	82100.5	126091	196916	0	0	0	126531	154838	482432	143081	0	75995.9	289630	45430.4	0	103704	290025	45290.8	129687	91414	0	0	0	156492	0	275897	82117.3
Q01995	30451351	70006505	75544025	194938420	93502587.5	283744580	67481876.3	131447598	277052650	60057912	37918660.9	37745340	222786900	118182111	48161233	33897667	46319856	235740351	73814199	65342960	81751402.3	156778749	107062092.3	252808560	79777690	150626430	238615200	17446319	155338028	90491346	145325510	195697800	188438060	133989278	58199705	14121280	206942576	104418091	275527956	170916425	78566210	54081775.5	179655640	202496287	401651280	87807428	68258530	234494100	30823029	54032365	87061884	164762010	449242460	12230748	130045190	67607342	65668409	34660538	160278608	114909059	136516328	64572642	231748653	149270896	346776705	59073679	178303277	169375949	119716427	44736560	268474395	85125716	82391810	105191880	178057550	57651782.2	139435228	238424100	45209792	376661100	78851697	207874650	39807610	232412902	141300250	101902178	170010700	31995304	138898939	33607847.2	295637327	128393476
Q02083	1310587	3822253	848593.5	646386	3714917	1825518	8423925	692525	3346979	8143034	665058.1	6930229	269318	2423625	3396355	827688.1	7342062	3684110	3190147.8	7112488	1559458	7715401.1	4400783.6	9407789	0	4527951	465875	2584516.6	3760427	6257194	5281220	8555573	6035896.5	7390856	8964285	2373052	6721664.4	3692210	3611409	5164778	6175779	4620657	10668009	6681614	9219100.6	3537335.4	6029896	7583168	6433161	6809567	6019777	816022	5707208	904979	3142580	9954435	6472252	3940447	713613	7211564	3750588	6304670	9296682	4313034	6019915	1618080	6223100	3734691	5269918	1637160	4748195.6	2817816.8	5666589	4931822.1	10843184	5563136	6765114	7459328	4531089	6644371.9	2838995	4845809	4196241	5700491	2407422	2843132	1395033	946104	4996325.9	176004	4318007	2345349.1
Q02108	0	2250570	0	1656320	2348930	724629	1876290	0	0	0	0	1335180	0	2045310	532744	0	0	654964	0	0	3125420	2823830	2796690	5070300	0	0	983726	0	0	633097	0	1899450	1653420	2042650	905433	0	0	0	0	0	350568	1949170	4379850	2614440	3294550	0	1954430	4010450	0	0	4520370	564816	1425810	0	0	0	0	0	1930920	4022380	942147	1964620	4313190	0	2705510	1295380	2687590	2416370	2532650	0	2272960	0	0	725474	0	572021	3772770	0	0	5839740	1421690	3277030	1484250	1504840	2889140	843892	0	885808	0	999866	2991430	3097940
Q02127	0	0	0	38817.4	239515	0	0	94792.9	100806	0	0	43242.9	0	10870.5	94864	0	205911	0	27516	198913	139134	0	0	217178	0	0	0	91161.6	88354.7	115962	0	180197	99994.9	0	180438	0	38411.2	0	130751	31658.1	0	109243	0	96848.9	0	41601.3	0	0	170879	151890	174815	0	0	0	68438.8	0	0	0	0	0	124173	0	204397	182984	23089.5	45218	42850.9	58939.3	0	103274	0	117262	131644	145678	382145	231158	73309	0	123055	0	0	0	0	93811.3	73385.1	0	83618.9	0	86652.9	0	0	0
Q02153	0	0	0	0	150092	0	189516	96230.9	0	0	0	107754	0	84668.2	0	0	0	86065.1	224588.1	0	115035	0	0	248651	0	0	0	90186	530570	38207.3	27432.6	77172.8	27370.6	195141	0	0	0	0	419462.3	116490	0	0	120639	0	250829	219893	247948	117472	0	128578	222937	0	120824	0	0	0	314746	0	194793	394735	0	0	1018606	65195.6	327591	224342	1149110	1072214	732487.6	0	124679	0	209462	0	0	0	391505	157786	270686	687503	303342	1033382	0	390562	198313	257810	150743	0	0	59514	114044	354946
Q02218	11339275	16059938	14311752	9281446	34417249	11854149	30121377	22554515	33551325	18561107	6667948	17323639	17346908	22465523	6000489	6693891	19466508	21156835	18378680	35124570	26566196	22327321	30249556	42250660	10181180	13760738	12150270.5	13881537	26248345	21078048	34304124	32411914	33126899	20785089	20345677	4963324	32312973	17002350	28515211	28370282	28060973	25230328	39560480	33304433	32894527	25578497	19427153	32424312	12843979	13181533	18419517	8581001	17337594	1337298	15259730	40771419	34367877	14449278	24100261	35639174	25123489	25765320	43363340	38981080	28562670	26334225	34252247	26862234	26351134	8550854	21729029	11518922	13116780	27609462	37536608	24218505	36322171	25603458	16493370	27172878	27162744	44275548	21584506	30092293	28779362	28660535	27089430	14889125	29020384	12849738	22626641	22975104
Q02252	10051908	12274515	10552488	14015395	22322204	15968402	25139555	16545813	23210270	13614746	4099496.7	12795028	11283152	11760248	4968634.2	3913181.6	21257130	17685840	17386096	29036040	14828531	16690080	21429443	51953420	1089336	10945857	14277243	11439452	14150231	18440572	22088251	21891900	21179330	14373898.1	19880519	3478740.2	19380645	10334132	20673406	22919870	28310742	12787270	30955830	18123861	27887155	14173151	12118347	37872510	11649419	19564583	22149761	12534777	20949366	4197066.3	15026809	21772920	17869794	6854898	14120383	18108250	15181647	12360114	32234740	28857330	15106535	14392324	23549951	16268209	18819025	8138519	15056493	18825053	18906324	27953416	26642253.4	15260920	20294686	29237400	14402203	15010474	28598660	31972430	12864593.4	25045870	15823876.5	19122644	17220959	7922905	18331217	8470516.5	17893067	17682505
Q02318	1051540	1883350	320893	500274	0	0	3121710	0	3480200	1793420	100361	428792	0	1142860	0	97251.6	519067	0	814152	2989120	0	0	0	2436230	0	622544	0	243400	1111700	1453440	2182090	258128	0	0	1766660	123969	69368	0	0	1058260	2018650	0	0	766832	0	804341	0	2210590	1211270	723367	0	114891	0	492922	0	0	1062160	0	0	2161290	0	0	2880730	1446470	0	0	0	0	0	0	1199340	1524460	2215250	3746120	1444980	1023570	1922430	2113660	885566	0	0	0	1096730	1163350	1678010	179619	185836	721354	609686	430416	0	1194390
Q02338	1846746	877680	2493003	1329535	2617426	1205433	1917711	2150921	4032630	2115461	555212	2060045	1111250	2019825	394665	0	2501920	2529428	1825562	2271249	3332390	1670822	2009196	3317070	0	3086320	602030	1783355	3147730	2368547	3416100	3153090	2603280	1339972	2070561	0	1783675	1422949	2042092	2794220	2499530	3452090	8068990	2048662	3324200	3490100	1382159	2514470	1898249	2283279	3267240	1678056	1509866	0	0	4391030	1377430	506980	1640374	3024510	2117745	2643250	2935190	3101670	1753483	2711140	4856620	2995350	2247130	305914	2105790	977610	1837038	1922507	4591230	1780320	3018600	3699860	1857218	1824650	4139600	3313480	2387729	2182080	1331780	2571970	1484058	1160309	2005614	493927	1558984	3146450
Q02388	0	5821411	3713537	50253.5	8490024.4	2826448	20678570.4	8442658	21102043.4	7976922.4	889512.9	4747503.3	7904579	7850145	2718344.8	2837790.7	1336899.8	4663564	16018490	7651201	8730294	14515305	12299678	23832455.6	14079473	3588533	0	0	2585990	6468559	14021785	6317838.7	17857629.4	11041512.8	605705	1150889	9147984	4999909	4298716	9686354.2	13034727	4559811.2	25973679.6	16168484.4	11438925.1	19372013	16736188	28203413	6387947.5	8627639	12497651.6	1212636	8702488	1795824	10387956.4	14098981.3	19882907.7	10711668	7210034.3	11884420	11623994.2	12997262	35325193	29753023	47753.4	7275648	14447367	15365343	15251308.6	0	9801654	4831242.2	7017522.4	1649645.8	5235612	17619188.8	18122870.9	12069874	2418650	13951160	14153774.8	28661601	13080083	15210133.7	5502363.1	10262218	12965724	9805017.3	15892779.1	10979540.4	9380782.4	3902364
Q02413	2281150	892642	1198240	0	0	0	2408190	0	1114040	2639380	307331	0	0	0	0	0	2782216	855198	1986519.2	769154	2001040	27032.5	0	0	2333710	78349.3	0	213791.2	152399	89076.4	0	0	0	0	3106307.4	124369	3442180	0	6573311	1320340	5843310	0	0	2544530	3094520	0	0	3250080	0	3682885	5191565	0	6920470	0	0	0	48606	0	108683	4203601	0	0	6883700	0	0	105138.8	2359110	0	2365170	6675997	0	377165	855836	3974950	3241518	2460948	3543859	0	2769883	0	980492	0	0	879052	0	0	1167790	1413860	3017610	1241410	0	0
Q02447	0	59265.8	0	0	186784	0	0	143875	183599	68671.6	56328	115803	0	0	0	0	170592	0	0	441502	113342	0	0	0	0	0	0	0	106030	0	213689	137800	0	0	0	38112.4	0	77922.2	141165	73735.5	201966	130672	109785	123183	0	20389.5	69873.4	0	0	0	0	0	0	0	0	0	0	0	0	276548	0	107400	210711	0	0	102685	102960	0	126417	0	125966	0	98203.5	317299	756690	150864	0	0	0	0	179186	162399	102235	0	106785	0	31373.1	99797.6	109827	0	76072	143963
Q02543	32303135	12081268	24555099.3	23637638	40113690	28163258	25292456	20961184	34282144	17812761	4826671.3	19879019	7530914	18244365	7422721	8242740	24282733	13015368	14165609	31558760	19288485	18069493	25950965	20793039	7028291	28972637	21716476	27654014	38969020	20340769	24746254	27174000	25294473	10991121	22232409	5656095.4	20207880	17135766.5	35139240	27891080	27220843	21570013	27455323	16658723	16018309	20978174	18563556	18883055	19536272	25723654	28319478	17641741	15254819	11544498	10336204	38188816	27742120	13817466	22254507	30184268	14016669	22434349	26706020	31845690	17321830	14859690	34453810	23889970	19892313	7364694	18778035	25095373	27533620	27388390	44865940	15372872	29136840	27662980	22191367	22693660	29261728	28305761	24527097	13251042	29424246	22715817	21065630	18385914	18144204	10850896	11231759	23789496
Q02548	0	0	0	0	243048	0	0	0	462660	0	0	0	0	0	0	0	0	135715	0	243838	145714	0	0	369674	0	0	0	198801	267854	0	233916	306253	0	0	0	0	0	0	0	226014	429757	174078	0	0	0	0	0	0	217219	0	0	0	0	0	0	0	402999	0	0	272152	0	0	303905	349729	0	0	0	397530	0	0	0	0	0	368617	494102	500810	0	0	0	276587	949946	0	0	0	301119	0	0	0	0	243114	0	0
Q02556	570710	1106136	1151314	617515	2884822.6	74276.5	2114769	1100452	7048364	1937437	825342	1673180	1220465	1456338	638756	535085	2171260	2510300	1701907	5846106.7	2907341	1139575.8	650775.6	5665308	0	322414	0	2645870.1	4090582	2481681	5021471	3822705.9	3446226	981071	4624341	180296	2348861	890731	2366634	3070003	8204379	2575875.5	4432076	2665278	3721524	3354160	3046727	3500052	3082876	3118126	1440053	0	940117	1048506	3252631	8202929	3735097	631074	1676738	3150305	1850271	2137915	2915978	4909855	1753422	1409729	4020656	3620185	1264421	674338	1437367	2942367.7	4814814.4	4094201.5	11757015	6422887.1	6099006.5	3408882.3	1058879	3297326	9798779.3	4949211	2001935	3063600	4993951	2393349	3655800.1	1274386.4	4071839	1725830	922319	2991432
Q02750	9932507.7	3990684	5247430.5	18304581	14283446	12822880	9942429.5	5905645	8450118	5900962.68	967023.5	4315933.4	1225653	5333341	280206.6	1081876.1	7192626.5	3218452	8021801.7	14766005	9488333.5	4872864	9645883.6	17774739	2211574	14033863.3	59595054	4053670	10281762	6142989	17408822	17037703	5714556	3411781	11244994.6	1291277.8	14313307	6975251	14455746	10931392	10849333	11687616.8	16991332	7279617.7	11667196	9063877	4316186.2	14824217	9302777	8531527	10690015.1	1089428.2	0	1903744	11550255.4	17225505.9	11032570	3248574	4103461.5	11464502	1297916	3663898	19640729	21391260	3911398.6	2858211	10457111.7	10135769.3	10159969	2411597.1	7911321	10338274	10698562	13520839	18372070	13617179	14346776.6	16783540	4294840.4	15147654	12993553	10229180	6520296	9626584	14244938	3828557	7812294.3	5320713	5572606	3627431	3449179	13692383
Q02790	8520136	2355227.3	6198919	6320927.6	8715421	6016232	6986063	5701174.2	9954755	6768332.2	2313169.3	8537684.6	5316655.4	6561080.9	2684808.9	2270638.8	6508028	7179598.7	4299822.5	13663523	5925646.2	10813970.1	10045939	11277253	1967323	6463703.7	8459310	4635548	17297080	9233679	14381105.5	13997491	12318171	5007183	12097827	697561	7705059	4761338	7285438	16545993	7480321	6797723	16145745	9596310	10336918.9	11296588	3062062	15992464	6648800	6992864	12266145	3796065	6466859.3	3400204	5925096	16488908	15660973	4929319.3	6720144	11121989	8868538	8161141.8	16668421	14339802	8480424	8369085	13114728	12000400	8048017.3	1221298	12129883	4784127	9521799	7050716	15217803	13620747	11075648	14550565	4880909	10921739	16470574	9904453	7959618	9840518	11661755.4	9675420	10353261	7214825.5	8776470	4379808.2	6445633	6515687
Q02818	4385838	7056089	5090260	10017623.1	15673248	6553456.2	20562329	9381131	22127366	12494364	2841402.5	5179350.8	6011541	12435953	5480362	4232931.7	9272409	8314029	8702309.3	20521251	9642574	9197741.1	10408103	25630665	4250640	8704870.5	13655415.4	5201773.5	10900764	11201432	22382774	12424565	19805099.4	13069739	11795495	3261734.5	11715644	4837248.7	19955692	17475763	14031365	9774514	24315715	15899256	11017257	12792052	12212147.6	24481851	9160809	8645630	11882339	4107680	10285630	8827810	14370300	27061617.4	18387491.6	10123096.5	18219254	22231743.8	7961656	18553066	24149513	22027933	12039637.8	10088555	15898110.2	18896584.1	11948638	6241320.3	11576102	14567937	12146008	15515260	20729065	13210763.6	23589249	17422205	9625810.7	13839223	14574855	20083706	13277571	18799828	15661266	10813863	13356898	6947895	12884803	5762950.8	15234700	12406171
Q02878	129099320	76617723	95035626	112054120	167098068	130606047	151664600	156159330	194092710	118726020	42812449	132823110	80410360	106241530	47500229	45707663	117653010	119709770	87675207	213521081.4	120118673	84900614	116923379	186702050	63650696	123769080	139853290	122034517	202875460	124587080	172995230	170591760	125554960	89598320	124444177.7	39337283	150858640	98531858	182593606	163995130	143582266.3	120485730	156806300	98634200	149197660	150937740	96275937	140710853	106061057	98775280	112940816	90089852	88600040	103989790	97939160	206784560	183638110	71224240	110417450	134415230	107672740	105017930	192134390	186900270	88988480	104060813	187843529	152702608	106479000	65261850	100598505	108820223	121302349	150899733.3	242212100	180172050	162304900	183567510	109173231.1	166031340	175768590	174233530	108817764	116898720	191664770	177736210	136988360	96807474	135220982	89782059	88302243	136538340
Q02880	7225490	4216872	5101889	2956037	8334869	3183954	8230988	6002315	11069545	3203946.9	2121267	5732554	3204888	7203633.9	1546664	896128	6495845	7331142	5048429	9499344.8	8387978	6090458.7	8058124	13603968.1	3205150	2365802	2518393	4443059	7646280	4866305.8	6816915	14366571	7923744	6033101	6666287	917382	8619075	3829886	12073310	10144148	12155679	10368165.5	11623144.3	9607182	8880839.3	10945154	8095555.4	14485986	6233217	5853074	6771587	2437028.2	5843057	1296230	4485220	8930213	9813641	4479261.5	7891999.8	13134980	6762374	8227194	12693732	12586974	6927437	6086809.3	13739457	10738625	8196998	1644806	6485752.8	5653236	11196423	10078745	18735624	11113395	11791646	10058029	3706233.9	7798902	11940396	11822887.9	6835653.2	9683216	12057938	6508382	6758527	5090932.9	9519431	4296019.3	3212402	10112428
Q02952	0	37090.3	66889.9	2335105	813911	303733	179813	199081	1464938	0	153488.4	0	0	170108	0	0	57366.3	462504	395151.3	168809	1412453	175637	480538.6	827947	0	310711	3044486	0	539161	87395.4	212174	74293.7	608655	972246	103384	0	113734	29944.7	287154	360742	184613	42927.1	811398	710654	2193304	970445.7	95703.9	750461	0	124464	100032	583931.9	1700788	1009873	87515.8	863206	425481	13702.6	0	801905	439500	87343.8	940637	435701	1228002	208813.1	518101	361884	684160	0	120451	0	0	1667729	339730	709146.7	385939.7	1425811	579514	1846088	698054.3	2266192	52063.7	316168	20225.5	371072	115531	0	260312.7	318101	840405	0
Q02978	13287792	17206972	27280484	8381840	43228900	17942717	28661840	20281169	43643308	20890622	11182613	22803439	24675238	27615820	8990092	13805082	37294762	27796602	28002494	41687185	33842755	23719393	24878277	45606435	9952100	18385886	7655799	15633417	40356024	24569030	34406533	35404685	34115209	13172105.1	22679662	6263012	31554930	19818959	37648105	38343722	35783289	32729347	42250755	38321277	32012405	34619550	24361766	45179590	21844939	24737861	28836197	5583199	22650320	18612294	21269680	48625020	30167346	14980132	33800377	36364692	20440020	25124925	46838142	47921032	17791110	21818644	47131346	39573330	25450625	7944152	24552420	26519792	21811918	37485462	62199420	30682250	36899217	31873162	26697351	35176908	34052594	50542760	28904848	33052077	38971106	31775608	29001705	23463786	32852760	14686421	17596888	30833552
Q03135	720875	5220743	2927234	5868788	4007360	9269725	4093571.1	16359692.6	11765889.7	2052792.4	2557135.8	2402472.5	16596255	5038049.6	1502587.9	1041031.28	2878268	12466375	4452732	4735473	13277087	6975706	8951431	16190004	4407087	4243022.6	7656408.9	360824	3741856	4121252	6519777	7083200	8188244.4	11658974	2249296	222559.7	16314351	6089592	8119086	7781608.3	6368465	2575637.1	12117688	13274211	27449682	4998642.8	4203829.2	14413832	179035.7	5107707	6378747	11178973	26558860	4632736	9147925	3910078	5483696.3	2388983.8	7206957.1	10341398	7970671	4524496.5	23706657	8636422.1	9494911.9	5317849	6629704	8251603	7804883	1308024.3	8326673	6783861	3447970	6204177	8013201	5665934	11981794	20139463	1220742.3	18444563	4325215	19998025.5	362088	9015517	3074214	15237699	12134378	1184939.4	7978214	3975990.8	16385573	3518447.7
Q03154	164300	141287	0	118153	488411	0	285925	0	0	208958	22745.3	86208.5	98415.4	99232	0	0	0	258415	124355	312670	149140	140421	302492	0	0	0	286802	0	246393	229166	0	215816	0	0	206814	0	0	47889.8	0	276688	301580	0	210397	62836.2	264234	149515	0	300321	0	306119	190454	117711	184103	0	0	0	252014	0	122495	0	0	0	134179	236397	0	262168	297286	0	0	0	230733	0	324614	106053	0	0	0	0	0	0	162891	243771	0	0	131432	0	263486	0	132371	64953	214539	152837
Q03169	893365	3591480	3400510	0	6490069	184653	8167378	4071321	11649102	5999038	1405864.4	6118686	5368600	6515377.3	1589986.8	2152712	5289786	6468490.2	6204753	8389708	7934317.8	5185891	6490311	5696858	444821	72138.9	578823	4468389	6675209	3385046	3450459	8490252	8930204	5705650	3810087	1338359	3106468	1885167	8712338	12411653	5774296	9730524	7182628.4	7901786	12816547	11723224	4697723	6911426	5283667	4400174	8017173	818012	3114137	0	8710830	13276056	6946550	2914612.8	5164629	4247246	3482692	6009367.8	12853638	11579563	5545354	2606138	7715338.8	5682802	3659650	1787883	4945293	3570613.5	4997866	7698148	5762960	2818079	10567577	8927638	5676521.8	8776070	4794733	16816200	6751351	8761708	3596889	5936650	2748547	4279869.8	7874972.1	4562551	4893373	5968405
Q03188	789054.8	0	0	1022256	833386	993787	2079373	1841847	4245330	0	188793.3	787244	896851	1174978	94220.2	0	900749	1060737	1968207	2119958	462703	375125	1638310	3917360	0	1126413	807620	1708252	1033220	1373950	744642	736990	0	1776255	1155397	0	1167427	1755072	1116130	2265632	3669420	2356420	5774490	1112540	2310870	1843584	1856268	3559970	598978	787693	2710150	458403	1750152	927417	0	4963250	1652385	374039	1743440	1923102	1509279	1666262	3894290	1935990	2819492	1165274	2548030	3969660	1901955	200314	1651311	1185500	404490	920565	3478150	966974	3817460	1644290	1240728	3685810	2532980	2803800	1514712	706350	918071	1107217	2667079	905840	1121540	200628	1634100	714419
Q03252	114188697	108420550	111866505	126649808	208692330	129711781	252712850	199974086	222186130	171904520	71316061	147019485	124389900	115239423	57765917.8	47024260.5	177499398	199317760	150559266	321808130	132258656	153789220	167258470	302246800	120235680	138366125	130839188	169075470	163321980	197665186	252337480	194077720	183279820	169512400	210262358	41568678.1	226739946	140235310	207966170	219836220	245171110	141827023	250023810	179434500	228769140	201793270	166600060	209160550	143188080	176072630	163565108	95319718	152751610	152981250	180848730	218121280	223380340	111774349	151904870	193882748	151131650	139424141	285624320	244534710	149652310	141409560	221170800	192489600	180932280	52671472	137796750	177940490	195837550	268599740	449129040	245711950	204096810	254230420	119277325	193844160	225249400	252366510	127709808	215675337	206979248	207981190	184959900	84530184	196401560	105598220	145886680	158520214
Q03518	4458274	5462950	6022668	6300859	14039722	4518897	7292586	9524097	8769076	6707887	3804005	8188535	5084385	6643237	2296372	2851349	7539312.5	7953920	6954465	10052913	12025261	5829484	7607008	13511917	3516670	4756026	5603347	8572007	15695620	5745744	9071380	16265734	9089859	5062831	8051535	1699934	9095511	8004954	15087076	10322262	12389343	9742351	11142327	10245901	7976605	11543168	6864034	11107844	7262507	8981908.7	8620758	3021121.3	4192055	902179	5166411	19259388	8950751	3583682	6764501	12020231	6009345	7434526	13295876	17831312	5888685	7392330.2	17596865	11777120	7734743	2591457	5568639	7110590	12626244	10132056	17514531	15788274	22776975	11086783	7309024	10481963	8903579	11495623	8201200	9855232	15429339	10792959	6276423	9374173	8776344	3486213	4119770	11498815
